web-scraper-order,web-scraper-start-url,pages,pages-href,reviews
"1689735161-1","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","A really nice hotel near the city centre. The staff was kind and attentive and tried their best to accommodate my requests. The breakfast and lunch were just fantastic! The room and bathroom were very clean and spacious, the only minus is that my towels were changed even when I've hanged them as I wanted to be eco-friendly..."
"1689735161-2","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","I can’t say enough nice things about Vividiana,Fernando, Edali & Ramon who helped in many ways in such a cheerful & patient way. Loved the location, restaurant & room service which make traveling so much easier.  I will definitely stay here again."
"1689735161-3","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","Love this hotel. Rooms are comfortable, clean and good in size. Breakfast buffet is delicious! Ivan, Andres & Mario gave amazing service throughout our stay. They were always attentive towards our needs while dining at the breakfast buffet. The doorman was very nice as well! This is my 2nd time staying at this hotel and will definitely come back!!!"
"1689735161-4","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","I am a constant world traveler and I will have to say, besides Indonesia, this hotel is far beyond 5. They are absolutely wonderful, cheerful, extremely helpful, English is not an issue. Rooms are a bit small, but bathrooms are good size. Their buffet is wonderful and there’s a nice bar and Starbucks inside. Will return."
"1689735161-5","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","I loved staying in this hotel during a fabulous eight day vacation to Mexico City with my college-aged sons.  The hotel is charming. The rooms were impeccably clean and the staff was extremely attentive.  My room was modern, cozy and meticulous with a TV, jacuzzi, and comfortable bed.  The breakfast buffet was to die for.  Everything was fresh and including traditional Mexican dishes, lovely fruit, wonderful breads and pastries, and a grill where you can order eggs to your liking, French toast and pancakes.  The servers couldn’t have been more helpful.  Excellent, convenient neighborhood. Photos below of my wonderful breakfasts."
"1689735161-6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","I choose the location of this hotel because of the proximity and the centralized location of all the places I wanted to visit during my short stay in Mexico City. I am a very critical person when I travel and try to choose only the best hotels to say. Hotel Emporio was not an exception. The cleanliness of the hotel was impecable. I arrived early morning from a red eye flight; and even though I showed up to the hotel at 7am knowing it would be too early to check in I tried anyways. As expected my room was not yet ready. I went to the restaurant upstairs and had their breakfast buffet. When I was finally done (taking my time) I headed back to the lobby to wait. I want to give a HUGE shoutout to Don Ramon, who saw me struggling to stay awake and went to go check for a room. He"
"1689735161-7","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","I feel like the whole staff, everyone we came into contact with went out of their way to be helpful and friendly. They really went above and beyond, especially considering the language barrier. Many spoke fluent English but everyone made a great effort to help. A sincere thank you to Michelle, Fernando Silva, Karla Miranda. I would definitely stay here again and would recommend to others. The location is also fantastic!"
"1689735161-8","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","My wife and I came to Mexico City for a trade show. The hotel is nice and the room was extremely clean, I want to give Major credit to our Maid Rebecca. I have never seen anybody care enough about their job to wrap the iron cord up so perfectly, very impressed. Every morning I would get coffee from the café downstairs, if it wasn’t for Fernando‘s help over the last few days I probably wouldn’t have been able to order anything as I don’t speak very good Spanish. So thank you Fernando! The only thing I don’t understand is why I couldn’t get my normal espresso on Sunday as the café was closed 😢 Fernando did accommodate me and got me some coffee from the upstairs restaurant but it’s no espresso I would say at least have one person working to be able to make good coffee. Had a great"
"1689735161-9","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","I stay in this hotel every time I come to Mexico City.  The restaurant in this hotel is FABULOUS and the restaurant manager, Mario Perez, is the best.  He always makes sure I get the best service and the food is fresh and tasty.  The waiters Ivan and Avelino are cool too.  I love seeing them every time I come. You don’t have to go out to get the best food in the city because it is right there in your hotel!  thanks Mario, see you next year!"
"1689735161-10","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","6","https://www.tripadvisor.com/Hotel_Review-g150800-d154659-Reviews-or50-Emporio_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","It was 10 months of excellent service and awesome customer care. I had no problem at all with booking, room quality or staff attention. My room was clean all the time and the restaurant/room service was just great."
